Ratings,Reviews,binaryRatings
6,"I had heard a lot of positive reviews about this movie, before watching it, but after watching it, was not able to understand, why it got such a review? It was a movie with 4 stories, but did not like story couple of them at all probably because of the cultural changes it portrays in movie, however liked 4th one very much and acting of Sunaina was too good in that! Overall felt like having watched a short film, rather than full length movie!",1
8,"In the conservative and commercial Tamil cinema industry, not often a film worthy of critical acclaim gets produced but when such a film gets produced and released, as audience we are all deemed to embrace and appreciate it, for we are the ones who wish to see more films like it.In such case, Sillu Karupatti is a seemingly sweet film with deep rooted ideas embedded into it, to loosen this society a little bit. Comparing it with some other language films and trying to bring it down is unnecessary. For what you've paid the price, Sillu Karupatti is worth of it.Like a tender breeze, past our hearts, having seeded it with love and tolerance, Sillu Karupatti passes by as audience leave the film with change and fulfillment.",1
9,"Sillu Karupatti is an anthology of four stories each featuring people from different age groups. Though the first story, does not have as much impact as the others, it sets the stage for them. The second story featuring a guy with testicular cancer falling in love with a girl who he meets during a car pool ride, is handled deftly by the director. The director does not make crude jokes about his condition. She knows where to draw the line. The fourth one is my favourite. A husband and wife rediscovering their love for each other. At one point, the wife confesses to her Alexa speaker that she needs meaningful sex and not the one where her husband goes to sleep immediately afterwards. This shows the maturity of the director in approaching a topic which is still considered a taboo in India. The third story is about finding your soul mate even after the sixties. This movie will surely satisfy you and leave you with a smile on your face.",1
10,Try to do some different thing from normal tamil cinema and I can say it worked well. Four love stories running the film and they are so matured. All cast did a great job even kids and specially Samuthirakani. I'm looking forward see these kind of movies from tamil cinema again and again!,1
8,"A very good movie in which different stages of love is portrayed soo well and it's Soo much interesting to watch each stories it tells about love in the ,teenage , old , after marriage, and in between youngsters. It shows what true love is and gives us a message it was a nice feel good movie . And it will entertain you for sure",1
8,"#SilluKarupatti TheAnthology Iwanted but instead we got Lust stories Ghost stories lawda lasun etc
A well made feel good drama was the only missing thing i wanted from #TamilCinema
I liked all four but Kakka kadi and hey ammu are special 🔥
Recommended
PS -Thanks @NetflixIndia",1
1,Kind of over hyped . It is a decent movie with a good work from cinematographer . I am not keeping the other Tamil movies as yardstick but when comparing with world class cinemas the characters feel artificial and dialogues feel forced .Despite its flaws any day I would watch this movie rather than watching sum masala crap .,-1
9,"One of the greatest movies in the recent times. This movie is a great achievement. Made me blushat places, It felt so good watching it with my family after a very long time.",1
10,This is a beautifully sculpted slow paced romantic adorable and lovable movie. Halitha shameem deserves all the appreciation. Wish to see more movies coming like this in the future.,1
2,"Poor acting, illogical scripts and jarring dialogue delivery spoil this anthology with potential.",-1
9,"For first time I saw a good feel good movie in Tamil.
It's a combination of 4 short stories.
Pink bag, kakka kadi, hey ammu and turtles
ALL four story was good.
Sunina acted well.
Alexa and ola share ride things I don't think it would happend in real",1
2,"Average. Waste of time..
Nothing impressive or an intriguing plot",-1
10,I just love this movie... This is something fullfilled my day.. different aspects of love...,1
9,Such a breezy and feel good movie.... No double meaning dialogues... No unncessary placement of songs no fights no mass scenes moreover no glamour and adult content.....As per the title it's 4 episodes is rendered beautifully with ample doses of humour and emotions,1
7,This movie is little over hyped. But worth a watch.,1
9,"The movie is beautiful anthology of 4 stories1. Without seeing and knowing the other but helping them in a way
2. A long and supporting love
3. Companionship
4. Lust turns to love after a deep understanding.The over arching theme seems to be love and though the technicalities are beyond me. The story makes a case for love in different shapes and forms.",1
10,"Everything holds a vibe.Even Artforms.Beyond logical perception some magical creations touch our soul deeper, which is very hard to define in words.Especially when it fills you with all love and love.
I m going to try that hard part now.I know my words can do least justification to that wonderful experience of this movie, an anthology of four films.But expressing my inner experience with this movie itself like drenching in the ocean of love and bliss.I want to relive that amazing experience by writing here.
When this movie got released,my social media flooded with wonderful positive reviews which was intriguing. But i coudnt watch it immediately. Destiny has its own plan.Whenever i entangled with some serious life situations.I prefer to travel which will set things straight to me. It was a tough day which made me emotionally drained. Started my car for an unplanned drive.With all complex thoughts and emotions i reached a multiplex in a city. Its late evening and i m not in a mood for a movie as i felt exhausted.
While having food glimpsed the movies running in the Mulitiplex.I never watch a movie if i m unsettled. But my instinct directs me to go for it.I stepped in with a blank mind and Drained emotions.Then the miracle started happening gradualy.The essence of the movie which is love filled me completely. I could resonate with every bit of energy that movie holds.I can write a lot and lot about every frame and Characters of the movie with story line. But whole heartedly i want everyone should watch this movie as it is without any spoilers and prejudgements.If any missed this movie till now, I would say its an opputunity to fill yourself with hope and light with numerous dimensions of love with four poetic stories.Only few creator can fill life in their creations and that will fill light and love in you.Writer of this film may used a magic wand while weaving this artform.Every bit of this movie holds Life Breath.Sufi mystics says, their essence of truth are between then space betweem their words. Real musicians fills Silence in between the sounds. Similarly this movie holds the Soul of the Director which reflects as a whole in those invisible connecting dots between all four stories. True meaning and purpose of this movie exists between those four creations. Its natural that any one could connect to the creator for the movie or even may fall in love with the creator without knowing who it is. Because its a healing for many supressed souls and anything which heals will make a person to feel grateful.Blessings not needed to be a word. A healed heart bless with its silence of fullfillment.
This is not just a movie, its an eternal nectar.!",1
8,This movie changed my life.8/10 for lateness of the sequel,1
10,"Wonderful showing of the hero's journey, with relatable characters, fantastic editing, and an amazing climax. I legit cried the first time I watched it. It was an experience unlike any other, and I highly recommend it.It's a shame this movie's sequel was scrappedI still hope for an Ahmed Cinematic Universe one day though",1
5,"Jaclyn Smith is a professor at a Midwestern university. When her husband is killed in an accident, she feels adrift and accepts an appointment as ambassador to Rumania, hauling her young daughter (Ari Meyers) along. It's a tough job. I mean -- who knows anything about Rumania? It sounds a little like a mental illness. ""I think he has a touch of Rumania."" Smith must learn to speak Rumanian, which is at least a Romance language descended from Latin, like French, Italian, and Spanish, but is after all pretty historically remote from its source. Then, in Bucharest, she meets her chief aid, a cocky, unshaven Robert Wagner, who quickly straightens up and flies right. She also meets a simpatico Christopher Casanove, who is working for the wrong side, unknown to her. R. J. Wagner straightens THAT problem out pronto. There's a lot of intrigue, which I won't go into.Jaclyn Smith, her daughter, and just about everyone at the American embassy is being stalked by an assassin known only as ""Angel,"" whom the novel describes as ""fat, ugly, and stupid."" (The part was offered to me for reasons I can't imagine.) The victims are to be blown up at an embassy party. I won't disclose the means. The climactic chase and resolution involves the Marine embassy guards and the explosion is prevented by Skylight Ex Machina.What's most impressive about the film, aside from Jaclyn Smith's supernal beauty, is the way the director and photographer have turned Wilmington, North Carolina, into Bucharest. (They didn't do such a hot job of turning Wilmington into Kansas. Nobody could.) Wilmington, a charming, relaxed Southern town, really LOOKS like Rumania. An old warehouse down by the docks is convincingly turned into an infamous prison. There are enough old mansions scattered around that it must have been easy to pick one of particular splendor to serve as the embassy.The Marine guards were real Marines, recruited from nearby Camp Lejeune, where I taught night classes. Nice guys too. Many of the guests at the embassy party were genuine ethnics. The guy in the Arab head dress was ethnically Arab, for instance. The background persons were asked to speak in foreign languages if they could. I was teamed with a young French woman and, conversationally, rattled off the lyrics to ""Chevalier de la Table Ronde,"" adding what I thought was an appropriately fatalistic Gallic shrug from time to time. ""I haven't heard zat seence I was a child,"" she said. I suppose many others were doing the same thing.As a miniseries, it doesn't lack for pace. It's exotic-looking, mysterious, exciting, and pretty propulsive.",-1
8,"Where to begin. This is wonderful TV miniseries thriller another gem from the decade of the American tv miniseries. The 1980s. Full of plot twists and turns. Wonderfully paced and acted, Its two one and a half hour episodes. But there is not a single boring moment to be had. You can watch it in one three-hour sitting and the time will go very quickly. Jaclyn Smith is one of the best American actresses of that decade the 1980s. She shows her considerable talent and beauty in spades. Jaclyn Smith was not on the big screen so much but most of her work was done on the tv movies on the small screen. I saw her excellent performance as Florence Nightingale in the TV movie from 1985 of the same name. By this time she is a mature performer. Robert Wagner was also very good in this. But Jaclyn Smith stole the show and lit up the screen in every scene she is in. I will be checking out her other work from this decade on television as I am very impressed by her as a performer. You can catch this mini series on DVD. Or if you are lucky you could be channel surfing one day and you can pick it up on cable television. Watching this tv miniseries with Jaclyn Smith in the lead role is time well spent in front of the box.",1
7,"Boris Karloff was a wonderful actor and amazing guy--especially since he kept appearing in films well after death! If you check IMDb, you'll see three films that all came out AFTER he died in February, 1969. This film, while released in the UK in 1968 was released in the US in 1970--making it a fourth post-mortem film Karloff made! Much of the reason for this is that late in life the man made a ton of ""guest appearances"" in cheesy horror films, since he was a big name and apparently would work for little money. A few of these late appearances, like TARGETS, were exceptional films and many, like CHILDREN OF BLOOD, were cheap Mexican productions that should have embarrassed Karloff. I can only assume he really, really needed the money as he was confined to a wheelchair for many of these films--though he could walk about a bit if needed.CRIMSON ALTAR is a post-death film that falls between the bad ones and the exceptional ones. It has the benefit of good supporting acting from Christopher Lee but isn't as original or cool as TARGETS (a very under-appreciated classic) but is a genuinely chilling and interesting tale about witchcraft.The film begins with a witch trial back in the good old days. After the witch is roasted to a crackly perfection, the scene switches to the present time. A man is concerned because his brother was visiting a town (the same one that held this witch trial) and has disappeared, so he goes there in search of clues. And, naturally, given the cast, it isn't surprising when it turns out that there is a cult that worships this dead witch and they are responsible for the brother's disappearance.The film has many red herrings--false leads and twists. Many of them are very good, though the end almost seemed like it was concocted at the last minute. Still, there were enough chills and excitement to merit watching this film--particularly if you are a fan of Karloff or Lee.By the way, get a look at the guy with antlers and a leather thong, the goat-man as well as the sexy green witch! You just have to see them--trust me.",1
5,"The cast were the source of interest for Curse of the Crimson Altar in the first place. The film though doesn't see any of the cast at their best and doesn't do them justice. That said Curse of the Crimson Altar is far from terrible. The cinematography and settings are appropriately eerie, and the music gives a real sense of creepiness. Three members of the cast shine. Boris Karloff is even when ill and late in his career commanding and acerbic. Christopher Lee is similarly wonderful and has a character that suits him to a tee. And Barbara Steele is wonderfully wacky and sensual, her costume and make-up are a knockout. Mark Eden however is a monotonously bland lead, and Virginia Weatherell while very pretty is lacking in charisma too. Michael Gough does deserve credit for doing shifty so convincingly, sadly he's woefully underused, and that's pretty much the same with Rupert Davies. While the film doesn't look so bad visually, the special effects do look rather cheap. The script is a complete muddle, it has some amusing lines from Karloff but too much of it is cheesy and severely underwritten. The story drags quite badly and even for a short running time feels on the thin side, complete with an ending that is both under-explained and dramatically undercooked. The dream sequences did come across as hilariously weird too, and the direction is rather flat and doesn't do anything to make the film less dull and muddled. Overall, not a terrible film but a strange one, somewhat difficult to rate this time around. 5/10 Bethany Cox",-1
6,"Peter Manning joins a demonic cult. His brother Robert is desperate to find him. The brothers are partners in dealing antiques. He follows Peter to Craxted Lodge at Greymarsh which is celebrating witches' night. He finds Eve Morley being chased by four men which turns out to be a game. There's a wild party at the lodge. Eve's uncle Mr. Morley (Christopher Lee) runs the place. Professor John Marsh (Boris Karloff) warns Robert of the darker occult and Lavinia Morley (Barbara Steele) who is a long ago ancestor.It's a British B-horror. It does have post-Hammer Lee and the legendary Karloff. The movie is self-aware enough to make a Boris Karloff joke. This is one of his last films and he is dead a few months after its UK release. Despite sitting down, he is still charismatic enough to hold the screen. The cult costumes are cheesy and crazy and fun. The effects are cheesy. This is undeniable in the B-movie category. It's a standard guy-uncovering-cult story despite the weirdness. The movie has a bit of S&M fun during the weird cult stuff but it does stall in the blander parts. It's worth a watch for late Karloff and the cheesy cult costumes.",1
4,"Mark Eden shows up at an old country home, looking for information on his missing brother. Owner Christopher Lee -- in what he claims was his worst movie -- tells him he's never heard of the man. Since the place is having a local festival, all the rooms at the local pub or booked, so he invites him to stay at the house, remarking it's the sort of place that one would expect to see Boris Karloff. After Lee's daughter, Barbara Steele, shows him to his room, Karloff shows up in a wheelchair, and we're off to the races.It's a rather incoherent, uncredited version of Lovecraft's The Dreams In The Witch House, most notable for its cast, which includes Michael Gough, than for anything else, although cinematographer John Coquillon shoots the dark interiors.",-1
5,"No sooner has Mark Eden predicted that Karloff would pop up in the creepy mansion he's visiting (searching for his brother who disappeared after sending him a note on the castlesc stationary) than he does! The wheelchair bound Karloff, having haunted more houses than actual ghosts, is a minor supporting charachter here, playing a castle resident who is a historian, he claims, of the past, present and future, and gives Eden both facts and warnings about the evening he's spending there. Having already joined forces with fellow horror film legends Bela Lugosi, Vincent Price, Peter Lorre, Basil Rathbone and Lionel Atwill, now shares the screen with two other legends of the genre, Christopher Lee and Michael Gough.While Lee and Karloff are top billed, the real lead is Eden, walking in on a yearly ceremony surrounding the burning death of witch Barbara Steele, seen here in flashbacks and nightmares as the green body painted , horn helmuted evil enchantress. She haunts Eden as he tries to solve the mystery of his brother's disappearance, with Gough claiming that the brother is dead. This isn't so much scary as it is erotic, utilizing gratuitous nudity to sell seats. Virginia Wetherell gets to bare quite a bit as Lee's niece, aiding Eden and accused of betraying the family which obviously has its share of secrets. A fairly spooky atmosphere makes this only slightly more interesting with a potentially eerie plot that really goes nowhere and concludes with a weak finale.",-1
6,"Robert Manning (Mark Eden) searches for his vanished brother in a rural English village, where he is entangled in the legend of Lavinia (Barbara Steele), a witch killed 300 years ago. Lavinia's heir, J. D. Morley (Christopher Lee), wants revenge on anyone related to her killers, such as Robert. Robert romances Morley's niece, Eve, and is aided by occult expert Prof. Marsh (Boris Karloff), but it is up to him to repel Morley's evil designs.Boris Karloff became ill with pneumonia while shooting this project in the freezing rain. It was his last British feature, begun January 22 1968, and he would recover enough to shoot four Mexican features in May 1968, his final screen work. Barbara Steele is always a treat, and she is especially interesting with green skin and a large, feathery hat (if you can call that a hat).Loosely based off of H. P. Lovecraft's ""Dreams in the Witch House"", how does it stack up to the Stuart Gordon version forty years later? Honestly, you cannot even compare them. If there is a connection, it is very limited. There is a witch, there are dreams, but the two films are worlds apart.Howard Maxford calls the film ""dated and somewhat slow"", having ""a better cast than it deserves"". How a film that runs only 87 minutes can be slow is a legitimate question. Ivan Butler also feels the film falls short, saying the ""promise of a combination of Lee, Karloff and Barbara Steele is not fulfilled"". These are fair assessments.I recommend the film for the cast and the awesome organ track that opens the film. Beyond that, it is hit and miss and you could skip it.",1
5,"When his brother dísappears Robert Manning: Mark Eden, pays a visit to the far country house where his brother stayed . While his host : Christopher Lee is outwardly welcoming, his niece is very agreeable with him . But Manning feels a sinister threat across the weird house due to a creepy legend of Lavinia Morley , Black Witch of Greymarsh, she is the high priestess of Evil, a monstruos fiend with an overpowering lust for blood . Terror fills the night as she stalks her prey !. The World's Masters of Terror in a New Blood-Curdler ! What obscene prayer or human sacrifice can satisfy the Devil-God ?The Crimson Altar or Curse of the Crimson Altar is a creepy and mysterious film in which a guest at a luxurious house comes face to face with naked fear on the altar of evil . Stars three greatest terror actors : Christopher Lee , Barbara Steele , and , of course , Boris Karloff , the Master of Evil in his last and most shocking role, though he was 80 and confined to a wheelchair . Despite ads claiming this as his last film, he made four more in Mexico. Adding other prestigious actors as Rupert Davies and Michael Gough who also starred a lot of terror movies .Highlights of the movie include the scantily clad Barbara Steele in sado-masochistic sequences and a psychodelic party with body painters and strippers , in addition, the eerie and supernatural final.The motion picture was regularly directed by Vernon Sewell, packing some flaws and gaps . He was one of the mainstays in the B niche of the British film industry and in his almost 40 years shooting made all kinds of genres as Noir , action , terror , sexploitation , spy thrillers . Filming a number of movies such as : Stricly for the Birds , Urge to Kill, Master of Choice , The Man in the Back Seat, Battle of the V-1 , Wind of Change , Rogue's Yarn, Dangerous Voyage , Soho Incident , Johnny You're Wanted , and being his last one Burke and Hare. Adding his ordinary TV works as The Human Jungle , Kraft Mystery Theater , Sailor of Fortune , Edgar Wallace TV series and The Avengers .",-1
6,"Antiques dealer Robert Manning (Mark Eden) travels to the remote village of Greymarsh in search of his missing brother Peter, who was last seen at a country lodge belonging to Mr. Morley (Christopher Lee), descendant of local witch Lavinia (Barbara Steele, looking a bit like the Tretchikoff print my mum used to have hanging in her living room) who was burnt at the stake. '60s horror titans Lee and Steele are joined by old-school favourite Boris Karloff in this exploitative effort from Tigon Studios that lacks a decent plot but which compensates somewhat with a few exploitative elements, including debauched young revellers, mild torture perpetrated by a muscleman in leather briefs and a stag antler helmet, and a spot of gratuitous nudity (bum and boobs) courtesy of Virginia Wetherell, who plays Morley's vivacious niece Eve.Storywise, the film feels like it was made up on the go, the plot lurching from one scene to the next with little regard for logic (Michel Gough, as mentally retarded butler Elder, provides several pointless moments before inexplicably turning up dead), but with its incredible triumvirate of genre greats and all of its campy schlock horror ingredients, the film is such a silly slice of Satanic nonsense that it is hard not to enjoy just a bit.",1
6,"I'll be perfectly honest. This could have been the worst movie ever made and you put Barbara Steele in green body paint and I'll watch it anyway. Luckily, it's a pretty great movie.Director by Vernon Sewell (The Blood Beast Terror) and written by Mervyn Haisman (Dr. Who, Jane and the Lost City) and Henry Lincoln (who wrote The Holy Blood and the Holy Grail, which Dan Brown completely ripped off to make The DaVinci Code, as well as one of the main researchers into Rennes-le-Château and an honorary Militi Templi Scotia knight in recognition of his work in the fields of sacred geometry and Templar history), this movie piles on the occult and I couldn't love it anymore for that fact. Or that it was based on ""The Dreams in the Witch House"" by H. P. Lovecraft.Antiques dealer Robert Manning is looking for his brother, who has gone missing after visiting their family's ancestral home in Graymarsh. He arrives in the middle of a party - people are painted like they are on Laugh-In and there's a catfight tournament seemingly being held - and by the first evening's rest, his dreams are filled with images of ritual sacrifice. That's when he joins up with occult expert Professor Marsh (Boris Karloff!) to battle the forces of Satan himself.Making this all the better, Morley, the owner of the Craxted Lodge*, is played by Christopher Lee.Also - Michael Gough appears as a sinister butler!When this was released by American-International Pictures in the U. S., all of the nudity in the virgin sacrifice scenes were, well, sacrificed.Honestly, no one is going to blame you if you just watch the scenes with Steele leading wild orgies of death and psychedelic mayhem. They even distort her voice and toss all kinds of different colors all over these scenes, which make them more than worthy of the time it takes to watch this movie.*It's actually Grim's Dyke, an allegedly haunted house that also was the setting for Zeta One, several episodes of the Avengers and Cry of the Banshee. It was also the home of W. S. Gilbert of Gilbert and Sullivan.",1
5,"This movie was one of the very last accomplishments of the legendary Boris Karloff (not quite sure if those Mexican junk movies were shot before this one but they definitely remained shelved until after his death) and reportedly he got really ill shortly after  or even during  the shooting of ""Curse of the Crimson Altar"". If this is a true fact, it definitely gives the film some sort of sour aftertaste. With a career like his, Boris Karloff should have enjoyed a well-deserved retirement instead of catching pneumonia on draughty film sets at the age of 82. On the other hand, of course, ""Curse of the Crimson Altar"" wouldn't have been half as good if it weren't for him. It already isn't much of a highlight in the genre, but Karloff's presence (along with three others horror veterans) provides an extra dimension of horror greatness.This is one of the Tigon Production Company's more mediocre efforts  completely incomparable to ""The Witchfinder General"" and ""Blood on Satan's Claw""  but still a remotely entertaining Brit-horror flick containing all the traditional ingredients, such as witchery, torture devices, old mansions with secret passageways, ritual sacrifices and psychedelic hallucination sequences. The plot revolves on an antique dealer (and ladies' man!) who heads out to the countryside in search for his mysteriously vanished brother. He arrives in a remote little town during the annual memorial of the legendary witch Lavinia Morley's burning. Mr. Manning is exaggeratedly welcomed at first, but he gradually senses something strange and sinister has happened to his brother in the mansion he's staying. When he then begins to suffer from vivid nightmares involving Lavinia herself, he realizes his name is historically linked to the witch and that he's been put under a sardonic curse.Apart from the cast, ""Curse of the Crimson Altar"" benefices the most from its occasionally very moody atmosphere, the eerie scenery and the impressively staged witchery sequences. Even though these scenes might appear a little silly overall (what with the bodybuilders wearing leather S&M outfits), but they're still definitely a joy to watch when you're a fan of old-fashioned Gothic horror. Barbara Steele is underused and extremely typecast as the malignant Lavinia, but what the heck, even with her face painted green and ridiculously over-sized goat horns on her head, she still remains a luscious beauty. Boris Karloff and Christopher Lee (in their second teaming after ""Corridors of Blood"") are wonderful together, but the still heavily underrated Michael Gough shines as the weird and mentally unstable Elder. Unfortunately, however, the shoddy script contains too many holes and improbabilities, and director Vernon Sewell lacks the talent and horror knowledge to cover these up.One last and perhaps interesting little trivia detail; although entirely devoid of humor otherwise, ""Curse of the Crimson Altar"" features one intentionally wit and unsubtle inside joke. Whilst talking about the old and secluded mansion, the main character mentions something in the lines of ""I expect Boris Karloff to walk in at any moment"" and  in fact  he does only a couple of minutes later. He rolls in, to be exact, since he plays a wheelchair bound character.",-1
4,"With a pairing of Christopher Lee and Boris Karloff, you shouldn't go wrong. But there is very little time of the two in the same scene. Robert Manning(Mark Eden)is an antique dealer that is worried about his missing brother. So Manning makes a trip to a rural English village to start his search. Manning tries to prove that his missing brother has something to do with an ancient mansion belonging to a man named Morely(Lee). Robert gets involved with Morley's niece Eve(Virginia Wetherell), who wants to believe that something bad has happened to the American's brother. The two get entangled in the legend of Levinia(Barbara Steele), a witch that was killed 300 years ago. Was Manning's brother a sacrifice to a cult? Robert and Eve seek information from the village's grand elder, Professor Marsh(Karloff), who is an occult expert. The movie stays busy, a memorable one it isn't. Other players: Michael Gough, Rosemarie Reede and Michael Warren.",-1
4,"Curse of the Crimson Altar is directed by Vernon Sewell and co- written by Mervyn Haisman and Henry Lincoln. It stars Christopher Lee, Boris Karloff, Mark Eden, Barbara Steele and Michael Gough. Music is scored by Peter Knight and cinematography by John Coquillon. Plot sees Eden as Robert Manning, who travels to the village of Greymarsh in search of his missing brother. What he finds, however, is a village of secrets...""..and drugs of this group can produce the most complex hallucinations and under their influence it is possible by hypnosis to induce the subject to perform actions he would not normally commit"" (extract from medical journal)Hmm, so begins Curse of the Crimson Altar (AKA: The Crimson Cult), maybe in an attempt to capture the drug taking hippie culture of the late 1970s? What transpires is a rather dull devil-worship movie that wastes the actors on show whilst also trying to expand an hours worth of film into an hour and half. I really think that to enjoy this picture you need to yourself enter a drug induced altered state.More often than not many a horror fan can forgive illogical narratives and cheaply constructed sets and costumes, but normally there is a good vibe to the production, or some visual pleasures elsewhere. Helps, too, if the picture has a strong mystery element to it. Sadly, away from the genre legend actors on show, Sewell's movie has nothing to make one forgive it its flaws.The dream sequences induce smiles instead of chills as the underused Steele turns up in green paint, there's lots of filler scenes that never amount to much and the finale is very weak. Throw in a schizophrenic music score that lurches from harp to low bass and then to organ, without marrying up to the scenes, and it's barely worth the time spent watching the damn thing.Karloff at 82 is the best thing in it, in a wheelchair he puts his awesome voice to good use and gets to be part of the film's best passages of dialogue. Lee is on professional auto-pilot and Gough works real hard to make a routine butler character shifty and interesting. All in all quite frankly it's bitter disappointment and tough to recommend to anyone other than drug addled hippies. 4/10",-1
6,"This is a minor horror film with a superior cast but uninspired scripting and directing. It's certainly enjoyable enough, but this viewer wouldn't consider it classic. The actors are better than the material (which is apparently inspired by H.P. Lovecraft's ""Dreams in the Witch House""). Mark Eden stars as Robert Manning, an antiques dealer whose brother has gone missing. So he tracks him down to the last place he was supposed to have visited: the Craxted Lodge. Robert discovers a predictably strange community where the people pay tribute to a figure from their history: the witch Lavinia (a green skinned Barbara Steele). Robert does some sleuthing while meeting locals played by the likes of Sir Christopher Lee (as Morley, the lodge operator) and Boris Karloff (as witchcraft expert Professor Marsh).The ingredients are there for a decent horror feature: sets, special effects, atmosphere, entertaining characters. There's also some brief nudity (supplied by beautiful blonde Virginia Wetherell, who plays Morley's niece Eve) and little flashes of gore. In the tradition of old black & white shockers, there's a secret passage as part of the fun. Hypnotism is also one of the elements. Eden is likable, but the lovely Ms. Steele is mostly wasted; she's not required to do much. Michael Gough has his moments as the perpetually harried lodge employee Elder. Rupert Davies has a fine cameo as a helpful vicar. As always, Sir Christopher is elegant and dapper and has a commanding presence. It is a treat to see him sharing scenes with Boris (this was the last film Karloff made that played theatres during his lifetime), who enriches the film with his appearances.Not helping matters is the fact that the story is overly predictable, and that the ending is rather underwhelming. While admirers of the actors and lovers of the genre may find this well worth watching for completion's sake, it's not really essential viewing.Six out of 10.",1
5,"Serious but boring witchcraft tale set in 1968 England.Robert Manning (Mark Eden) goes searching for his missing brother in a remote village and gets involved with J.D. Morley (Christopher Lee), his cute niece (Virginia Wetherell), Professor Marin (Boris Karloff), a weird butler (Michael Gough) and a 300 year old witch (Barbara Steele--looking great in green makeup).Looks good with an OK script but not enough material for a full-length movie.  It moves very slowly and gets very dull--it's too bad because the movie is well-acted and dead serious.  Lee and Karloff are obviously having a fun time playing good guys and Steele, as I said, looks great.  However, Gough is wasted terribly.I really can't recommend the film but it's really hard to knock any film that has Lee, Karloff, Gough and Steele in it.  Horror fans will enjoy it (a little).  All others--beware.",-1
7,"Filmed in a ""Real"" Haunted Mansion...Boris Karloff Exiting Career with Grace...Christopher Lee Adding Gravitas...Barbara Steele Doing a Bizarre,Colorful Barbara Steele, but Given Little Screen-Time...Michael Gough as a Dumb-Waiter...and a Story Cribbed Unaccredited from Lovecraft.The Film also Employees a Lead Actor that has No On-Screen Chemistry, Dull as Dirt and is at Best, Mis-Cast.This Bit of Late-Sixties Horror, Including Witchcraft, Sacrificial Virgins, ""Instruments of Torture"", is Inexplicably Lack-Luster and Unengaging.A Typical Cornball and Cringe Inducing Miss-Step, Common in the Era, was to Emphasize the ""Hip-New"" Counter Culture ""Freaking Out"" in Orgiastic Ecstasy with Sex, Drugs, and...Speaking of Drugs...the ""Dream-Hallucinations"" are another Mis-Handling of LSD, Hypnosis, using Weak and Cheap Kaleidoscopic Effects with No Explanations or Exposition.It's Not Awful (How could it be?) but it Lacks Imagination and Energy.Tigon Studios, Hammer's British Rival, Never had the Class, Subtlety, and Charm that made Hammer the ""Talk of the Town"" in the B-Movie Domain for 2 Decades.This Made it to the Screen Towing some Marquee Attractions but Disappointed Almost Everybody, Fans and Critics Alike.Worth a Watch with Low Expectations.",1
6,"Curse of the Crimson Altar starts as antiques dealer Robert Manning (Mark Eden) receives a letter from his brother Peter (Denys Peek) who says that he's feeling ill & currently staying at Craxton Lodge located in the small English village of Graymarsh, however when Robert phones the Lodge no-one claims to have heard of Peter so he decides to drive down there & see what's what. Once there he meets the lodge's owner J.D. Morley (Christopher Lee) & his niece Eve (Virginia Wetherell) who again claim not to know his brother but offer him a room for the night, that very night Robert has a nightmare about a witch named Lavinia Morley (Barbara Steele) which doesn't concern him at first but the nightmares continue & they become more & more horrifying & realistic. Robert senses something is up & does some investigation & doesn't like what he finds...This British production was directed by Vernon Sewell & I thought it was alright but wasn't that special. The script by Meryn Haisman, Gerry Levy & Henry Lincoln was based on a H.P. Lovecraft story Dreams in the Witch House which by a complete & utter coincidence so was the second episode of Masters of Horror (2005) which I saw only a couple of days ago & while they both have certain similarities they are actually very different adaptation's & overall I'd say I prefer Curse of the Crimson Altar. The film moves along at a reasonable pace, the character's are OK although a little underdeveloped, the exploitation & horror levels are very low & while the IMDb's 'Alternate Versions' section claims there was additional S & M & nudity that was cut by it's American distributor (I'm positive this is the version which is most readily available these days) I doubt these scenes would make a massive difference. The story is played out like a mystery but it didn't quite grip or hook me the way a good mystery should, the ending is absolutely terrible which just seems to leave things totally up in the air & if your going to start a huge fire in your own house wouldn't you at least get out before the place went up?Director Sewell does OK, it has that unique British feel about it & it has some decent scenes especially whenever the witch Lavinia is on screen, she actually looks very good painted green with an ornate horned & feathered headdress & steals every scene she's in. I'm not sure about the big beefy guy with a silly leather hood with antlers stuck on either side & a gay looking small leather apron which just looks daft. There's not many scares here but Curse of the Crimson Altar is all about the build up. Forget about any blood or gore as there isn't any, there's some skin on show but it's pretty mild stuff.Technically the film is fine with good production values, decent special effects & it's well made throughout. It was apparently shot in Harrow Weald, Middlesex in England in a house formerly owned by William Gilbert of the Gilbert & Sullivan musical partnership. The acting is solid & it's great to see so many horror stalwarts although the 'names' in the cast including Christopher Lee, a wheelchair bound Boris Karloff, Barbara Steele & Michael Gough are all somewhat underused.Curse of the Crimson Altar is a decent British horror film that probably tried to be modern at it's time of release so it hasn't dated that well & isn't as good as many of the Gothic period horror films that were produced in Britain during the 50's, 60's & 70's, worth a watch but nothing spectacular.",1
